,Pays,Annee,Type_contenu,Prox_moyenne,Prox_top3
271,Haïti,2019,tourisme,-0.6028944558883109,0.2324468936966498
272,Honduras,2005,tourisme,0.35328057255720613,2.3424410478405915
273,Honduras,2010,tourisme,0.21583161982443752,2.4622188020793794
274,Honduras,2015,tourisme,0.3962569811829599,2.6790034383552896
275,Honduras,2019,tourisme,-0.12143903685508764,2.484488679164194
276,Hongrie,2005,tourisme,-0.09933109504401218,1.8496063504339102
277,Hongrie,2010,tourisme,0.31311882485264836,2.553624144694472
278,Hongrie,2015,tourisme,-0.10572007193376498,1.9873240859408774
279,Hongrie,2019,tourisme,-0.6768531005961534,-0.4607348287992368
280,Ile Maurice,2005,tourisme,0.8729242980748768,2.212737186664339
281,Ile Maurice,2010,tourisme,1.105273383317907,2.6233526501510105
282,Ile Maurice,2015,tourisme,1.4663296227131324,2.6656325700495755
283,Ile Maurice,2019,tourisme,0.5522114790316563,2.1626199867882883
284,Inde,2005,tourisme,-0.3990492775057747,1.386563758488417
285,Inde,2010,tourisme,-0.47548427302699064,0.8470552525303532
286,Inde,2015,tourisme,-0.0951653039729276,2.271634966946691
287,Inde,2019,tourisme,-0.6175539026879683,-0.06447375282490819
288,Indonésie,2005,tourisme,0.381424748929958,2.296110193919427
289,Indonésie,2010,tourisme,0.7926965402122532,2.471028046208373
290,Indonésie,2015,tourisme,0.38882443623891727,2.566870158995066
291,Indonésie,2019,tourisme,-0.3611515458845979,1.8158914754698783
292,Irak,2005,tourisme,-0.6480319519714302,-0.30728170956736106
293,Irak,2010,tourisme,-0.6189860993497343,-0.08795214612506201
294,Irak,2015,tourisme,-0.6207127930261025,-0.06308901370397375
295,Irak,2019,tourisme,-0.6832753370041585,-0.4251846347021744
296,Iran,2005,tourisme,-0.49316909723277197,0.45136517518552893
297,Iran,2010,tourisme,-0.5041955041949421,0.4585838629063476
298,Iran,2015,tourisme,-0.4402597958485141,1.0182239388525365
299,Iran,2019,tourisme,-0.6878635956163801,-0.48436697193443984
300,Irlande,2005,tourisme,0.044488966270269034,2.0757824793264343
301,Irlande,2010,tourisme,0.5844210599883899,2.2368937238981785
302,Irlande,2015,tourisme,0.921004772733225,2.3218915989205637
303,Irlande,2019,tourisme,-0.1524274616839373,2.4092333971814868
304,Islande,2005,tourisme,0.3721743412678072,2.0954498288231314
305,Islande,2010,tourisme,0.4394049875618116,2.1993994284329483
306,Islande,2015,tourisme,0.8509545850414727,2.3467952144875293
307,Islande,2019,tourisme,0.024939108911384417,2.346953333914977
308,Israël,2005,tourisme,-0.6172374946220514,-0.11758002657167922
309,Israël,2010,tourisme,-0.2012697943954872,2.1669968759270164
310,Israël,2015,tourisme,-0.23107397101834887,2.020977451474556
311,Israël,2019,tourisme,-0.5813820419414686,0.2614773348838835
312,Italie,2005,tourisme,-0.2094256001533063,1.2344376818697573
313,Italie,2010,tourisme,-0.12783508013925915,1.621661953394054
314,Italie,2015,tourisme,0.5402801766440438,2.518906616632238
315,Italie,2019,tourisme,-0.20967130027434136,2.3682115972116784
316,Jamaïque,2005,tourisme,0.4223333311423218,2.328416725709639
317,Jamaïque,2010,tourisme,0.39160616936717,2.658943444043055
318,Jamaïque,2015,tourisme,0.961639472760021,2.647043809437864
319,Jamaïque,2019,tourisme,0.4568192641694967,2.1163813222921903
320,Japon,2005,tourisme,-0.21988033546281596,1.7610944702909517
321,Japon,2010,tourisme,0.3413318386059679,2.513458561194078
322,Japon,2015,tourisme,0.17336913080070784,2.3851886761365106
323,Japon,2019,tourisme,-0.20236546294635496,1.9274358807921625
324,Jordanie,2005,tourisme,0.581936284362182,2.3250015212025996
325,Jordanie,2010,tourisme,0.9585571343119851,2.3710930250864197
326,Jordanie,2015,tourisme,0.7071714490809875,2.653258793940909
327,Jordanie,2019,tourisme,0.6337629439215391,2.3908286870245625
328,Kazakhstan,2005,tourisme,-0.08522994618520116,1.9173463943713083
329,Kazakhstan,2010,tourisme,-0.1862241337968397,1.733586748611858
330,Kazakhstan,2015,tourisme,-0.15588496612335453,1.818923920125868
331,Kazakhstan,2019,tourisme,-0.4922006309770615,1.1409710110950109
332,Kenya,2005,tourisme,0.1905028840970792,2.5443778408881785
333,Kenya,2010,tourisme,0.6525235749496172,2.535374969747625
334,Kenya,2015,tourisme,0.09850238300511106,2.1937131916386083
335,Kenya,2019,tourisme,-0.3314412361346881,1.9134038071935124
336,Kirghizistan,2005,tourisme,0.503275770831584,2.3210156454741315
337,Kirghizistan,2010,tourisme,0.1406713034128762,2.3540301181382284
338,Kirghizistan,2015,tourisme,1.0222066677879158,2.576876937295817
339,Kirghizistan,2019,tourisme,0.3640557359545874,2.3431741770854724
340,Kiribati,2005,tourisme,-0.141306626072535,1.8521645074384203
341,Kiribati,2010,tourisme,0.3533748767082064,2.40660008504476
342,Kiribati,2015,tourisme,-0.29750240148941365,1.0476396271999258
343,Kiribati,2019,tourisme,-0.30127729547933496,1.4797531124450707
344,Koweït,2005,tourisme,-0.4929580628551352,0.49284123360306836
345,Koweït,2010,tourisme,-0.28150726664916387,1.4213122632266806
346,Koweït,2015,tourisme,-0.42219587498469346,1.011479100265404
347,Koweït,2019,tourisme,-0.6216288529193758,-0.1736115091062682
348,Laos,2005,tourisme,0.1279215495232553,2.117868585087867
349,Laos,2010,tourisme,0.8352471260767687,2.248557205169847
350,Laos,2015,tourisme,1.0195978301143696,2.478577512727968
351,Laos,2019,tourisme,0.4954493786278517,2.3543044377829285
352,Lesotho,2005,tourisme,-0.09098605009707497,2.1082896478183826
353,Lesotho,2010,tourisme,0.01197605267224677,1.724192360565899
354,Lesotho,2015,tourisme,0.6588005866490366,2.4051272634287115
355,Lesotho,2019,tourisme,-0.24434419466883525,1.8579787241148107
356,Lettonie,2005,tourisme,-0.13777881882666926,1.530400848150342
357,Lettonie,2010,tourisme,0.24263548754318737,2.6647259373923142
358,Lettonie,2015,tourisme,0.06493674609881031,2.1898068321667936
359,Lettonie,2019,tourisme,-0.09633535303210676,2.006873908596743
360,Liban,2005,tourisme,-0.4077855621973605,1.1014914919787748
361,Liban,2010,tourisme,-0.5212103973751253,0.8340581500514973
362,Liban,2015,tourisme,-0.35732896606408815,1.6201709887499725
363,Liban,2019,tourisme,-0.6741851245744921,-0.42807747108858035
364,Liberia,2005,tourisme,-0.4525819316113262,1.2479718335988452
365,Liberia,2010,tourisme,-0.41388597188656023,0.5802747017530193
366,Liberia,2015,tourisme,-0.4940544914576301,0.359255132950184
367,Liberia,2019,tourisme,-0.48588214167033006,0.8686549971948091
368,Libye,2005,tourisme,-0.1648715312199309,1.320305968937316
369,Libye,2010,tourisme,-0.4317800874368654,0.7502022689626098
370,Libye,2015,tourisme,-0.6431225412545544,-0.10059151614417615
371,Libye,2019,tourisme,-0.6831275038473555,-0.4192639841666425
372,Liechtenstein,2005,tourisme,-0.10014799559505687,1.6910710585628934
373,Liechtenstein,2010,tourisme,-0.11993691949569169,1.2786947494944751
374,Liechtenstein,2015,tourisme,0.11878461505573895,1.7220095410674225
375,Liechtenstein,2019,tourisme,-0.47213932477465226,1.0842403646597158
376,Lituanie,2005,tourisme,-0.08348304592576256,1.6170430244238883
377,Lituanie,2010,tourisme,0.17093215282715185,2.4475192648702477
378,Lituanie,2015,tourisme,0.16148654257415093,2.4032680310280194
379,Lituanie,2019,tourisme,-0.09133572168300001,2.2618875607466085
380,Luxembourg,2005,tourisme,-0.23774326471715368,1.5707971013181916
381,Luxembourg,2010,tourisme,-0.22371662183363353,1.565622847888533
382,Luxembourg,2015,tourisme,0.019837764218998053,1.9251721692353752
383,Luxembourg,2019,tourisme,-0.43326150371595895,0.9673744912869854
384,Macédoine,2005,tourisme,0.020770536700658575,1.717671082667345
385,Macédoine,2010,tourisme,0.27443097064298577,1.8079203652384335
386,Macédoine,2015,tourisme,0.5979810656347531,2.53811018971471
387,Macédoine,2019,tourisme,-0.45622036513302866,1.4708467396436686
388,Madagascar,2005,tourisme,0.04293926698519475,2.2139476258417528
389,Madagascar,2010,tourisme,0.474959199909539,2.658149393556057
390,Madagascar,2015,tourisme,0.04404905184440203,2.1357934077966934
391,Madagascar,2019,tourisme,-0.20054077428747738,2.0786882819572736
392,Malaisie,2005,tourisme,0.5247288447799953,2.263280090793546
393,Malaisie,2010,tourisme,0.993426074628396,2.437075161942103
394,Malaisie,2015,tourisme,0.49985172202893063,2.612486681684033
395,Malaisie,2019,tourisme,-0.10405303943643908,2.2608402371918896
396,Malawi,2005,tourisme,-0.028120352990602757,1.5925822463319903
397,Malawi,2010,tourisme,-0.10200473820560679,1.6142674388408533
398,Malawi,2015,tourisme,0.6035512364168389,2.7234164874352427
399,Malawi,2019,tourisme,-0.05058033122147741,2.630341860620088
400,Maldives,2005,tourisme,1.194527882077902,2.584024412937867
401,Maldives,2010,tourisme,1.2760859358702756,2.724991994586793
402,Maldives,2015,tourisme,1.6109116338308664,2.748054853008283
403,Maldives,2019,tourisme,0.9004770218213081,2.5540316701279258
404,Mali,2005,tourisme,-0.45794452420322884,0.3801832180698697
405,Mali,2010,tourisme,0.036599183142225655,2.6353791282040357
406,Mali,2015,tourisme,-0.35629346053756444,0.8783597137546026
